user_id,income,rent,groceries,transport,shopping,utilities,emi,savings_goal,total_spend,savings,savings_rate,expense_ratio,ai_advice
USER_359,63885,15471,4436,4931,8725,5223,12753,15039,51539,12346,0.19325350238710182,0.8067464976128982,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_360,132653,34206,10129,12850,5750,3647,33089,32188,99671,32982,0.24863365321553224,0.7513663467844678,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_361,91493,22365,6140,1382,17463,3758,22056,14921,73164,18329,0.20033226585640432,0.7996677341435957,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_362,39517,10465,2351,2177,1522,3663,11067,16380,31245,8272,0.20932763114608902,0.790672368853911,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_363,22582,4004,2336,1141,3372,1719,6944,10767,19516,3066,0.13577185368877867,0.8642281463112214,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_364,29253,6707,2803,1643,884,1544,474,11673,14055,15198,0.5195364577992001,0.4804635422007999,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_365,133724,38789,6243,9327,10869,1977,48651,30710,115856,17868,0.13361849780144178,0.8663815021985583,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_366,142181,15322,12406,5336,14118,13444,847,62352,61473,80708,0.5676426526751113,0.4323573473248887,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_367,112887,5534,6227,7087,14009,4795,35895,17336,73547,39340,0.3484900830033573,0.6515099169966426,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_368,147326,24509,15670,11294,2154,10500,52060,26442,116187,31139,0.21136119897370456,0.7886388010262955,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_369,21716,5532,2476,1245,3792,1414,3557,10253,18016,3700,0.170381285687972,0.829618714312028,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_370,52769,10259,5260,3942,9381,4872,12514,9864,46228,6541,0.12395535257442816,0.8760446474255719,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_371,103152,28315,9861,7290,683,4435,17474,49417,68058,35094,0.3402163797114937,0.6597836202885062,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_372,104902,8266,6632,5564,15891,10235,3540,11782,50128,54774,0.522144477702999,0.477855522297001,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_373,76045,11580,6540,6727,5019,3644,26012,13130,59522,16523,0.21727924255375106,0.7827207574462489,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_374,94171,26340,4487,6614,7766,5720,13975,6965,64902,29269,0.31080693631797474,0.6891930636820253,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_375,77092,16337,8821,4496,13618,4314,29583,30239,77169,-77,-0.0009988066206610283,1.000998806620661,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_376,32889,8548,4908,2290,1367,2225,5415,5244,24753,8136,0.247377542643437,0.752622457356563,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_377,53348,10747,5204,4857,9270,2249,632,24094,32959,20389,0.3821886481217665,0.6178113518782334,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_378,89619,25335,12706,1159,12090,7505,29647,30902,88442,1177,0.013133375735056182,0.9868666242649439,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_379,101042,11877,5833,5371,6516,9305,25046,48566,63948,37094,0.3671146651887334,0.6328853348112666,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_380,46310,3037,4052,1233,1301,3008,15041,20545,27672,18638,0.4024616713452818,0.5975383286547182,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_381,108801,19207,12898,1498,16167,10775,21067,40157,81612,27189,0.24989660021507154,0.7501033997849285,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_382,81564,21547,8403,2650,3070,3430,21680,36772,60780,20784,0.2548183021921436,0.7451816978078564,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_383,120976,22735,4871,7047,18973,5877,31655,44983,91158,29818,0.2464786403914826,0.7535213596085174,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_384,93580,9819,12153,8508,3308,6153,3749,22790,43690,49890,0.5331267364821544,0.4668732635178457,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_385,88105,15952,11521,6473,4592,1781,9724,34615,50043,38062,0.4320072640599285,0.5679927359400715,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_386,61888,11281,3153,3618,2101,1730,13650,20029,35533,26355,0.42584992244053776,0.5741500775594622,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_387,48700,7669,5437,3442,3740,3022,872,8933,24182,24518,0.5034496919917865,0.49655030800821354,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_388,146543,38112,2287,5918,20806,13355,28038,14652,108516,38027,0.2594938004544741,0.7405061995455259,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_389,101422,7874,12832,4562,17247,3818,4076,49880,50409,51013,0.5029776577074008,0.49702234229259923,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_390,49042,8517,2850,4521,7056,4134,7498,5128,34576,14466,0.2949716569471066,0.7050283430528934,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_391,122520,34703,14742,12039,2930,4615,1912,42711,70941,51579,0.4209843290891283,0.5790156709108717,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_392,38141,3388,3819,3612,1566,1249,9413,11687,23047,15094,0.39574211478461496,0.604257885215385,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_393,148057,19191,19341,2525,28610,5930,42586,56833,118183,29874,0.20177364123276845,0.7982263587672316,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_394,53966,4303,4955,3507,937,2369,13486,13235,29557,24409,0.4523033020790868,0.5476966979209131,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_395,80139,22328,2425,4452,5889,5148,31683,11890,71925,8214,0.10249691161606708,0.8975030883839329,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_396,131444,30082,5553,4527,22867,1343,26258,12233,90630,40814,0.3105048537780348,0.6894951462219653,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_397,105141,4773,14408,5403,17288,5581,11541,11123,58994,46147,0.4389058502392026,0.5610941497607974,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_398,133798,21128,4693,7823,25241,2030,47689,58237,108604,25194,0.1882987787560352,0.8117012212439648,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_399,133141,38632,13088,8383,19943,3360,24347,11561,107753,25388,0.1906850632036713,0.8093149367963287,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_400,90430,22939,6477,3302,14432,7993,8925,31902,64068,26362,0.2915183014486343,0.7084816985513657,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_401,23575,4536,2484,1404,3525,1757,3754,6797,17460,6115,0.2593849416755037,0.7406150583244963,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_402,84818,15614,7689,3621,16165,5848,1917,33141,50854,33964,0.4004338701690679,0.5995661298309322,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_403,133592,13848,16751,12448,12640,12791,10813,56828,79291,54301,0.4064689502365411,0.5935310497634589,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_404,30516,7873,2370,2055,1198,2373,2767,11543,18636,11880,0.3893039716869839,0.6106960283130162,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_405,43294,8795,4991,2208,7420,2739,14386,10548,40539,2755,0.0636346837899016,0.9363653162100984,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_406,69592,15460,4691,1529,4855,4606,16408,33697,47549,22043,0.3167461777215772,0.6832538222784228,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_407,63331,8024,2391,2534,4985,5508,16508,18139,39950,23381,0.3691872858473733,0.6308127141526266,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_408,28005,6972,2403,2632,2046,2716,7373,9439,24142,3863,0.13793965363327979,0.8620603463667202,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_409,144832,29260,10660,2393,13894,9229,48830,25897,114266,30566,0.2110445205479452,0.7889554794520548,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_410,107017,17616,7041,6609,5646,8174,26861,22654,71947,35070,0.32770494407430595,0.672295055925694,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_411,147482,28855,8217,11362,13957,14225,4675,31314,81291,66191,0.4488073120787622,0.5511926879212379,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_412,44164,4357,4813,2476,1753,1862,13056,8696,28317,15847,0.358821664704284,0.641178335295716,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_413,80651,9013,10929,3427,8158,6727,20266,5794,58520,22131,0.2744045331118027,0.7255954668881973,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_414,123505,10953,10481,1784,6691,7237,24519,19203,61665,61840,0.5007084733411603,0.49929152665883975,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_415,43375,11670,4761,3851,2459,2484,8653,17324,33878,9497,0.21895100864553313,0.7810489913544668,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_416,100064,6541,8722,2619,7373,2250,6305,17228,33810,66254,0.6621162456028142,0.3378837543971858,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_417,85809,8606,8934,2747,5893,7221,6966,18732,40367,45442,0.5295714901700288,0.4704285098299712,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_418,147602,36229,19444,13298,17496,8494,47528,28039,142489,5113,0.034640452026395305,0.9653595479736047,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_419,69353,13583,9426,5788,9845,6596,16561,14788,61799,7554,0.10892102720862833,0.8910789727913717,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_420,76494,12748,9167,6434,15095,1683,13195,24171,58322,18172,0.2375611159045154,0.7624388840954847,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_421,129155,20577,9828,8897,25383,10252,17827,57302,92764,36391,0.2817622236847199,0.7182377763152801,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_422,93717,5750,3393,8962,12832,5533,7090,5121,43560,50157,0.5351963891289734,0.4648036108710266,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_423,127624,20686,7057,3613,3057,4865,19254,36836,58532,69092,0.541371528866044,0.458628471133956,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_424,90007,17974,2832,4457,2112,3107,34358,36837,64840,25167,0.27961158576555156,0.7203884142344484,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_425,102926,8911,4284,4825,17387,2288,11841,9545,49536,53390,0.5187221887569711,0.481277811243029,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_426,103777,26742,10949,3351,11674,5780,14989,42518,73485,30292,0.2918951212696455,0.7081048787303545,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_427,145834,37829,13286,6684,11603,1162,44205,19887,114769,31065,0.21301616906894139,0.7869838309310586,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_428,88870,5285,11414,3843,12345,1540,632,31869,35059,53811,0.6055024192640936,0.3944975807359064,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_429,36677,6631,3267,3068,5411,1732,3136,5160,23245,13432,0.3662240641273823,0.6337759358726177,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_430,24887,6142,2847,2051,4826,1386,3919,11057,21171,3716,0.14931490336320166,0.8506850966367984,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_431,93921,24165,3826,6114,12147,6136,26745,40998,79133,14788,0.15745147517594574,0.8425485248240543,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_432,149425,14466,3138,14759,12176,11543,45480,38244,101562,47863,0.32031453906642127,0.6796854609335787,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_433,59012,15960,4366,5888,5756,3117,4593,23652,39680,19332,0.3275943875821867,0.6724056124178134,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_434,20830,3669,2335,1286,921,1827,221,6859,10259,10571,0.5074891982717235,0.49251080172827655,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_435,112825,27031,6423,1503,18928,4732,5183,10489,63800,49025,0.43452249058276093,0.5654775094172391,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_436,85778,25140,8636,4190,17124,7289,841,36447,63220,22558,0.26298118398657,0.73701881601343,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_437,107734,13542,12023,4820,2739,9800,25352,24409,68276,39458,0.3662539216960291,0.6337460783039709,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_438,21265,5331,2699,1400,1094,1231,7533,6649,19288,1977,0.09296966846931577,0.9070303315306842,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_439,137375,34978,10732,9992,5202,9588,831,20582,71323,66052,0.4808152866242038,0.5191847133757962,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_440,21691,5415,2396,1497,3370,1551,3720,8411,17949,3742,0.17251394587616983,0.8274860541238301,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_441,128278,20338,7384,1332,23023,9425,12311,57146,73813,54465,0.4245856655077254,0.5754143344922746,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_442,130912,38926,19336,2586,18745,8468,21551,46272,109612,21300,0.1627047176729406,0.8372952823270594,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_443,60982,11714,6127,1617,617,3237,19642,27948,42954,18028,0.29562821816273654,0.7043717818372635,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_444,120193,35680,2649,7103,8237,11777,40721,23435,106167,14026,0.11669564783306847,0.8833043521669315,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
